"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value"
"FF","2017-05-17","93.0","1.0969","6.2480","Clayton Kershaw",456501,477132,"null","foul",,,,,"1","null","R","R","L","SF","LAD","S","null","null",0,1,2017,"-0.0716","1.7458","-0.8200","3.3217","null","null","null",2,3,"Bot","null","null",,,518735,,"170517_203326",,,,,,,"3.4110","1.5650","null","null","null","92.7740","2277","6.2150",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.2855","0.000","0.000","null","null","null","null"
"FF","2017-05-17","93.3","1.1336","6.3308","Clayton Kershaw",456501,477132,"null","called_strike",,,,,"4","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"-0.1210","1.9628","-0.2788","2.2337","null","null","null",2,3,"Bot","null","null",,,518735,,"170517_203310",,,,,,,"3.4110","1.5650","null","null","null","92.4530","2326","6.1490",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.3520","0.000","0.000","null","null","null","null"
"FF","2017-05-17","93.8","1.1136","6.2707","Clayton Kershaw",491676,477132,"field_out","hit_into_play",,,,,"13","Gorkys Hernandez grounds out, third baseman Justin Turner to first baseman Chase Utley.  ","R","R","L","SF","LAD","X","5","ground_ball",3,2,2017,"-0.0905","1.8495","-1.0759","2.2762","null","null","null",1,3,"Bot","110.10","168.06",,,518735,,"170517_203226",,,,,,,"3.4110","1.5650","8","61.2","-19.6310","93.7810","2285","6.4610",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.0401","0.059","0.054","0.00",1,0,0
"FF","2017-05-17","94.2","1.0478","6.2721","Clayton Kershaw",491676,477132,"null","foul",,,,,"2","null","R","R","L","SF","LAD","S","null","null",3,2,2017,"-0.4081","1.8193","0.2400","3.0047","null","null","null",1,3,"Bot","null","null",,,518735,,"170517_203204",,,,,,,"3.4110","1.5650","null","null","null","93.2710","2327","5.8720",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.6288","0.000","0.000","null","null","null","null"
"SL","2017-05-17","89.4","0.9384","6.4484","Clayton Kershaw",491676,477132,"null","ball",,,,,"13","null","R","R","L","SF","LAD","B","null","null",2,2,2017,"0.4463","0.9177","-1.0409","-0.2810","null","null","null",1,3,"Bot","null","null",,,518735,,"170517_203133",,,,,,,"3.4110","1.5650","null","null","null","88.4030","2512","6.0410",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.4599","0.000","0.000","null","null","null","null"
"FF","2017-05-17","94.7","0.9723","6.3005","Clayton Kershaw",491676,477132,"null","ball",,,,,"14","null","R","R","L","SF","LAD","B","null","null",1,2,2017,"-0.0204","2.1056","0.8733","1.0056","null","null","null",1,3,"Bot","null","null",,,518735,,"170517_203116",,,,,,,"3.4110","1.5650","null","null","null","94.3610","2365","6.4940",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.0069","0.000","0.000","null","null","null","null"
"CU","2017-05-17","74.2","0.5438","6.5880","Clayton Kershaw",491676,477132,"null","ball",,,,,"13","null","R","R","L","SF","LAD","B","null","null",0,2,2017,"-0.2960","-1.0498","-0.0588","0.9198","null","null","null",1,3,"Bot","null","null",,,518735,,"170517_203054",,,,,,,"3.4110","1.5650","null","null","null","73.2900","2292","5.6610",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.8405","0.000","0.000","null","null","null","null"
"FF","2017-05-17","94.3","0.9527","6.3257","Clayton Kershaw",491676,477132,"null","foul",,,,,"9","null","R","R","L","SF","LAD","S","null","null",0,2,2017,"-0.2530","1.9160","0.4099","2.0992","null","null","null",1,3,"Bot","null","null",,,518735,,"170517_203026",,,,,,,"3.4110","1.5650","null","null","null","93.3490","2318","6.0990",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.4018","0.000","0.000","null","null","null","null"
"CU","2017-05-17","74.5","0.6864","6.5581","Clayton Kershaw",491676,477132,"null","foul_bunt",,,,,"4","null","R","R","L","SF","LAD","S","null","null",0,1,2017,"-0.0418","-0.9727","-0.3404","2.1551","null","null","null",1,3,"Bot","null","null",,,518735,,"170517_202953",,,,,,,"3.4110","1.5650","null","null","null","73.0230","2406","5.2810",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"55.2204","0.000","0.000","null","null","null","null"
"FF","2017-05-17","93.2","1.0607","6.2967","Clayton Kershaw",491676,477132,"null","foul",,,,,"11","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"0.0773","1.8506","-1.3480","2.5041","null","null","null",1,3,"Bot","null","null",,,518735,,"170517_202926",,,,,,,"3.4110","1.5650","null","null","null","93.0660","2299","6.2550",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.2462","0.000","0.000","null","null","null","null"
"FF","2017-05-17","95.6","2.3021","5.8072","Clayton Kershaw",605412,477132,"field_out","hit_into_play",,,,,"5","Joe Panik grounds out softly, third baseman Justin Turner to first baseman Chase Utley.  ","R","L","L","SF","LAD","X","5","ground_ball",2,2,2017,"-1.0651","1.7253","-0.2695","2.6462","null","null","null",0,3,"Bot","119.23","173.65",,,518735,,"170517_202843",,,,,,,"3.4110","1.5650","6","63.3","-22.8210","95.3720","2245","6.1440",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.3566","0.039","0.038","0.00",1,0,0
"FF","2017-05-17","93.9","1.1802","6.2529","Clayton Kershaw",605412,477132,"null","foul",,,,,"7","null","R","L","L","SF","LAD","S","null","null",2,1,2017,"0.0756","1.8664","-0.7502","2.0319","null","null","null",0,3,"Bot","null","null",,,518735,,"170517_202816",,,,,,,"3.4110","1.5650","null","null","null","93.8270","2339","6.2120",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.2886","0.000","0.000","null","null","null","null"
"FF","2017-05-17","94.5","1.0261","6.3708","Clayton Kershaw",605412,477132,"null","ball",,,,,"13","null","R","L","L","SF","LAD","B","null","null",1,1,2017,"-0.0325","2.0108","-1.3951","2.4762","null","null","null",0,3,"Bot","null","null",,,518735,,"170517_202800",,,,,,,"3.4110","1.5650","null","null","null","94.6890","2356","6.3330",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.1676","0.000","0.000","null","null","null","null"
"CU","2017-05-17","73.9","0.8057","6.5264","Clayton Kershaw",605412,477132,"null","ball",,,,,"13","null","R","L","L","SF","LAD","B","null","null",0,1,2017,"-0.1110","-0.9831","-1.0098","2.3472","null","null","null",0,3,"Bot","null","null",,,518735,,"170517_202743",,,,,,,"3.4110","1.5650","null","null","null","72.6860","2409","5.5530",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.9479","0.000","0.000","null","null","null","null"
"FF","2017-05-17","92.7","1.0841","6.3752","Clayton Kershaw",605412,477132,"null","called_strike",,,,,"7","null","R","L","L","SF","LAD","S","null","null",0,0,2017,"-0.2604","2.0136","-0.3568","2.0162","null","null","null",0,3,"Bot","null","null",,,518735,,"170517_202728",,,,,,,"3.4110","1.5650","null","null","null","92.4370","2263","6.0980",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.4030","0.000","0.000","null","null","null","null"
"SL","2017-05-17","87.1","0.9346","6.5001","Clayton Kershaw",607776,477132,"strikeout","swinging_strike",,,,,"13","Mac Williamson strikes out swinging.  ","R","R","L","SF","LAD","S","null","null",2,2,2017,"0.0896","0.8718","-0.2622","1.2478","null","null","null",2,2,"Bot","null","null",,,518735,,"170517_201718",,,,,,,"3.5490","1.6270","null","null","null","86.3400","2475","5.7500",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.7506","0.000","0.000","0.00",1,0,0
"CU","2017-05-17","75.8","0.6749","6.5271","Clayton Kershaw",607776,477132,"null","ball",,,,,"13","null","R","R","L","SF","LAD","B","null","null",1,2,2017,"-0.3092","-1.0506","-0.7119","0.6108","null","null","null",2,2,"Bot","null","null",,,518735,,"170517_201655",,,,,,,"3.5490","1.6270","null","null","null","73.9430","2323","5.3670",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"55.1345","0.000","0.000","null","null","null","null"
"SL","2017-05-17","89.2","0.9743","6.4580","Clayton Kershaw",607776,477132,"null","swinging_strike",,,,,"7","null","R","R","L","SF","LAD","S","null","null",1,1,2017,"0.3642","1.1147","-0.3351","1.7993","null","null","null",2,2,"Bot","null","null",,,518735,,"170517_201637",,,,,,,"3.5490","1.6270","null","null","null","88.7150","2491","5.9240",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.5775","0.000","0.000","null","null","null","null"
"CU","2017-05-17","75.3","0.6906","6.5322","Clayton Kershaw",607776,477132,"null","ball",,,,,"13","null","R","R","L","SF","LAD","B","null","null",0,1,2017,"0.1356","-1.0383","-0.0203","-0.0716","null","null","null",2,2,"Bot","null","null",,,518735,,"170517_201613",,,,,,,"3.5490","1.6270","null","null","null","74.5500","2255","5.9970",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.5045","0.000","0.000","null","null","null","null"
"FF","2017-05-17","93.7","1.1255","6.2523","Clayton Kershaw",607776,477132,"null","called_strike",,,,,"6","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"-0.2710","1.9444","0.2963","2.8814","null","null","null",2,2,"Bot","null","null",,,518735,,"170517_201555",,,,,,,"3.5490","1.6270","null","null","null","93.0060","2344","6.2540",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.2473","0.000","0.000","null","null","null","null"
"FF","2017-05-17","94.8","1.0725","6.3110","Clayton Kershaw",434604,477132,"field_out","hit_into_play",,,,,"5","Michael Morse flies out to center fielder Joc Pederson.  ","R","R","L","SF","LAD","X","8","fly_ball",3,2,2017,"-0.4337","2.0572","-0.1573","2.5075","null","null","null",1,2,"Bot","123.63","58.06",,,518735,,"170517_201523",,,,,,,"3.4110","1.5650","335","89.6","30.8830","93.9620","2394","6.3650",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.1360","0.071","0.107","0.00",1,0,0
"FF","2017-05-17","94.0","0.8927","6.3595","Clayton Kershaw",434604,477132,"null","foul",,,,,"4","null","R","R","L","SF","LAD","S","null","null",3,2,2017,"-0.2624","2.0063","-0.8102","2.2392","null","null","null",1,2,"Bot","null","null",,,518735,,"170517_201438",,,,,,,"3.4110","1.5650","null","null","null","93.4690","2287","6.1590",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.3416","0.000","0.000","null","null","null","null"
"FF","2017-05-17","93.4","1.0090","6.3646","Clayton Kershaw",434604,477132,"null","called_strike",,,,,"13","null","R","R","L","SF","LAD","S","null","null",3,1,2017,"-0.1595","2.0893","-0.9124","2.1210","null","null","null",1,2,"Bot","null","null",,,518735,,"170517_201419",,,,,,,"3.4110","1.5650","null","null","null","92.4860","2286","6.1830",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.3176","0.000","0.000","null","null","null","null"
"SL","2017-05-17","88.1","1.0176","6.5157","Clayton Kershaw",434604,477132,"null","ball",,,,,"11","null","R","R","L","SF","LAD","B","null","null",2,1,2017,"0.1099","1.1763","-1.9110","2.7583","null","null","null",1,2,"Bot","null","null",,,518735,,"170517_201401",,,,,,,"3.4110","1.5650","null","null","null","86.6060","2474","5.6660",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.8347","0.000","0.000","null","null","null","null"
"FF","2017-05-17","93.5","1.0752","6.2800","Clayton Kershaw",434604,477132,"null","ball",,,,,"13","null","R","R","L","SF","LAD","B","null","null",1,1,2017,"-0.4461","1.9900","-1.1549","1.3487","null","null","null",1,2,"Bot","null","null",,,518735,,"170517_201345",,,,,,,"3.4110","1.5650","null","null","null","92.7620","2339","6.2490",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.2520","0.000","0.000","null","null","null","null"
"FF","2017-05-17","92.9","1.0952","6.3939","Clayton Kershaw",434604,477132,"null","foul",,,,,"8","null","R","R","L","SF","LAD","S","null","null",1,0,2017,"-0.3760","2.1716","0.0569","1.8882","null","null","null",1,2,"Bot","null","null",,,518735,,"170517_201321",,,,,,,"3.4110","1.5650","null","null","null","91.9480","2385","6.1100",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.3907","0.000","0.000","null","null","null","null"
"FF","2017-05-17","92.4","1.0301","6.4114","Clayton Kershaw",434604,477132,"null","ball",,,,,"6","null","R","R","L","SF","LAD","B","null","null",0,0,2017,"-0.3047","2.1162","0.7520","2.1742","null","null","null",1,2,"Bot","null","null",,,518735,,"170517_201304",,,,,,,"3.4110","1.5650","null","null","null","91.3870","2323","6.0780",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.4231","0.000","0.000","null","null","null","null"
"FF","2017-05-17","93.8","1.0100","6.3865","Clayton Kershaw",457763,477132,"field_out","hit_into_play",,,,,"3","Buster Posey pops out to second baseman Chris Taylor.  ","R","R","L","SF","LAD","X","4","popup",0,0,2017,"-0.3745","1.9779","0.3983","2.9795","null","null","null",0,2,"Bot","167.27","130.07",,,518735,,"170517_201225",,,,,,,"3.4110","1.5650","195","93.3","63.1170","93.1020","2433","6.0420",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.4586","0.018","0.022","0.00",1,0,0
"FF","2017-05-17","93.9","1.1134","6.3271","Clayton Kershaw",624414,477132,"field_out","hit_into_play",,,,,"8","Christian Arroyo flies out to right fielder Yasiel Puig.  ","R","R","L","SF","LAD","X","9","fly_ball",0,0,2017,"-0.2846","1.8206","-0.0495","1.9738","null","null","null",2,1,"Bot","158.18","95.10",,,518735,,"170517_200422",,,,,,,"3.4110","1.5650","261","94.0","53.6710","93.2380","2352","6.1530",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.3483","0.003","0.003","0.00",1,0,0
"SL","2017-05-17","89.7","0.9124","6.4713","Clayton Kershaw",448605,477132,"strikeout","foul_tip",,,,,"7","Justin Ruggiano strikes out on a foul tip.  ","R","R","L","SF","LAD","S","null","null",2,2,2017,"0.0390","1.1050","-0.2873","1.9343","null","null","null",1,1,"Bot","null","null",,,518735,,"170517_200341",,,,,,,"3.3710","1.5350","null","null","null","89.3190","2441","6.0570",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.4435","0.000","0.000","0.00",1,0,0
"FF","2017-05-17","93.8","1.1084","6.2918","Clayton Kershaw",448605,477132,"null","foul_tip",,,,,"5","null","R","R","L","SF","LAD","S","null","null",2,1,2017,"-0.1942","1.8122","-0.0575","2.4567","null","null","null",1,1,"Bot","null","null",,,518735,,"170517_200320",,,,,,,"3.3710","1.5350","null","null","null","93.7100","2287","6.4040",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.0974","0.000","0.000","null","null","null","null"
"SL","2017-05-17","83.4","1.1435","6.4156","Clayton Kershaw",448605,477132,"null","ball",,,,,"11","null","R","R","L","SF","LAD","B","null","null",1,1,2017,"0.5563","0.4297","-1.3296","3.5997","null","null","null",1,1,"Bot","null","null",,,518735,,"170517_200301",,,,,,,"3.3710","1.5350","null","null","null","82.4520","2601","5.6150",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.8863","0.000","0.000","null","null","null","null"
"FF","2017-05-17","93.9","1.1273","6.4351","Clayton Kershaw",448605,477132,"null","called_strike",,,,,"11","null","R","R","L","SF","LAD","S","null","null",1,0,2017,"-0.3276","1.9939","-1.0589","2.6580","null","null","null",1,1,"Bot","null","null",,,518735,,"170517_200247",,,,,,,"3.3710","1.5350","null","null","null","93.0250","2369","5.9130",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.5879","0.000","0.000","null","null","null","null"
"FF","2017-05-17","93.6","1.1368","6.3093","Clayton Kershaw",448605,477132,"null","ball",,,,,"13","null","R","R","L","SF","LAD","B","null","null",0,0,2017,"-0.0742","1.8960","-1.2893","2.1466","null","null","null",1,1,"Bot","null","null",,,518735,,"170517_200234",,,,,,,"3.3710","1.5350","null","null","null","93.5550","2337","6.3850",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.1156","0.000","0.000","null","null","null","null"
"FF","2017-05-17","92.9","0.9889","6.4089","Clayton Kershaw",456488,477132,"strikeout","swinging_strike",,,,,"12","Eduardo Nunez strikes out swinging.  ","R","R","L","SF","LAD","S","null","null",0,2,2017,"-0.2549","2.0037","1.1980","2.8575","null","null","null",0,1,"Bot","null","null",,,518735,,"170517_200203",,,,,,,"3.3710","1.5350","null","null","null","92.4090","2289","6.1350",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.3658","0.000","0.000","0.00",1,0,0
"SL","2017-05-17","88.9","1.1297","6.4250","Clayton Kershaw",456488,477132,"null","foul",,,,,"13","null","R","R","L","SF","LAD","S","null","null",0,2,2017,"0.0452","1.0534","-1.0201","1.1439","null","null","null",0,1,"Bot","null","null",,,518735,,"170517_200140",,,,,,,"3.3710","1.5350","null","null","null","88.5600","2510","6.0420",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.4585","0.000","0.000","null","null","null","null"
"SL","2017-05-17","86.0","1.1315","6.6113","Clayton Kershaw",456488,477132,"null","foul_tip",,,,,"3","null","R","R","L","SF","LAD","S","null","null",0,1,2017,"0.2976","0.7800","0.6070","3.1056","null","null","null",0,1,"Bot","null","null",,,518735,,"170517_200121",,,,,,,"3.3710","1.5350","null","null","null","85.3220","2494","5.7740",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.7275","0.000","0.000","null","null","null","null"
"FF","2017-05-17","92.8","1.2794","6.4057","Clayton Kershaw",456488,477132,"null","foul",,,,,"6","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"-0.1347","1.9475","0.4613","2.6628","null","null","null",0,1,"Bot","null","null",,,518735,,"170517_200100",,,,,,,"3.3710","1.5350","null","null","null","92.0630","2291","5.9310",490698,477132,518735,400284,621035,457759,608369,641355,592626,624577,"54.5705","0.000","0.000","null","null","null","null"
"CU","2017-05-12","73.7","0.6430","6.4290","Clayton Kershaw",572863,477132,"field_out","hit_into_play",,,,,"6","Dustin Garneau grounds out softly, catcher Yasmani Grandal to first baseman Cody Bellinger.  ","R","R","L","COL","LAD","X","2","ground_ball",1,1,2017,"0.0127","-0.6343","0.6839","2.7402","null","null","null",2,7,"Bot","128.30","194.14",,,518735,,"170513_024936",,,,,,,"3.3618","1.7124","null","82.9","-20.6990","73.4710","2245","5.8380",490630,477132,518735,641355,621035,457759,608369,475100,592626,624577,"54.6625","0.075","0.069","0.00",1,0,0
"SL","2017-05-12","86.2","1.0706","6.3616","Clayton Kershaw",572863,477132,"null","ball",,,,,"14","null","R","R","L","COL","LAD","B","null","null",0,1,2017,"0.1970","0.4043","0.2332","-0.3904","null","null","null",2,7,"Bot","null","null",,,518735,,"170513_024909",,,,,,,"3.5588","1.7896","null","null","null","86.1150","2587","5.7030",490630,477132,518735,641355,621035,457759,608369,475100,592626,624577,"54.7976","0.000","0.000","null","null","null","null"
"SL","2017-05-12","87.4","1.0596","6.4373","Clayton Kershaw",572863,477132,"null","swinging_strike",,,,,"4","null","R","R","L","COL","LAD","S","null","null",0,0,2017,"-0.1739","0.7378","-0.7546","2.4821","null","null","null",2,7,"Bot","null","null",,,518735,,"170513_024848",,,,,,,"3.5589","1.7997","null","null","null","86.9560","2552","5.6780",490630,477132,518735,641355,621035,457759,608369,475100,592626,624577,"54.8223","0.000","0.000","null","null","null","null"
